email,phone_number,age,age_group,credit_score,family_background,income,intent,comments
jacksonraymond@example.com,+91 7825212119,19,18-25,589,Married,748594.71,Low,Boss asked me to research but no immediate plans
wreese@example.net,+91 8286815413,42,36-45,623,Divorced,868444.54,Low,"Small business, concerned about ongoing costs"
noahthornton@example.com,+91 8926168459,65,56-65,775,Married,964014.29,High,"Current solution is not meeting our needs, exploring alternatives"
dustin60@example.com,+91 8090919460,29,26-35,760,Married with Children,1111745.9,Low,Economic uncertainty makes us cautious about new purchases
ureyes@example.net,+91 9918799888,25,18-25,608,Single,478764.69,Low,Need references from similar companies in our industry
davisamanda@example.com,+91 6759982654,30,26-35,728,Single,875962.1,High,"ROI calculations look promising, let's move forward"
pbishop@example.com,+91 7531772664,24,18-25,594,Single,337048.03,Low,"Small business, concerned about ongoing costs"
joseph14@example.net,+91 7961098433,46,46-55,771,Divorced,532730.4,Low,"Student/researcher, mainly interested in learning"
rmurray@example.net,+91 7604590880,43,36-45,820,Married with Children,2547801.99,High,"Attended your webinar, convinced about the value proposition"
jessicachapman@example.org,+91 7880837825,65,56-65,774,Single,1198672.09,High,Expansion plans require robust solution like yours
erica25@example.net,+91 9325089222,47,46-55,820,Married,2667318.94,High,"ROI calculations look promising, let's move forward"
chambersmarie@example.org,+91 7369004843,22,18-25,556,Single,300000.0,Low,"Part of market research, not actively buying"
gdavis@example.net,+91 8029035436,20,18-25,534,Single,411432.28,Low,"Small business, concerned about ongoing costs"
ubell@example.com,+91 7497301797,30,26-35,695,Married,1166664.92,High,"My colleague recommended your service, very interested"
james09@example.org,+91 6908409765,20,18-25,586,Single,528011.55,Low,"Current solution works fine, just checking alternatives"
maysdiane@example.org,+91 7685768650,25,18-25,622,Single,355174.18,Low,Impressed by features but implementation seems complex
ericksondavid@example.net,+91 6042386475,52,46-55,792,Married with Children,2552290.2,High,Comparing different premium options but leaning towards your product
nicholasgallagher@example.net,+91 7222040992,20,18-25,548,Single,300000.0,Low,Impressed by features but implementation seems complex
pauladominguez@example.com,+91 6433186041,62,56-65,802,Married,1506355.3,High,"ROI calculations look promising, let's move forward"
steven17@example.com,+91 9221874815,58,56-65,697,Married,1266847.73,High,"Impressed with your product features, let's discuss pricing"
qschwartz@example.com,+91 6071305904,26,26-35,601,Married with Children,625402.8,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
fernando14@example.org,+91 9122396952,32,26-35,688,Married,730553.22,Low,"Looking for good value deals, can you provide better pricing?"
dprice@example.com,+91 8235471442,30,26-35,761,Married with Children,1623354.86,High,"My colleague recommended your service, very interested"
gregory17@example.org,+91 9395228464,53,46-55,820,Married with Children,2341089.6,High,"Had a great experience with your competitor, want to switch"
fwhite@example.org,+91 8541648391,26,26-35,697,Single,986877.6,Low,"Too many features, looking for something simpler"
amberreynolds@example.net,+91 8819799902,43,36-45,820,Married with Children,2275940.08,High,"Current solution is not meeting our needs, exploring alternatives"
gainesjennifer@example.org,+91 9602053043,45,36-45,739,Married with Children,1774121.73,High,"ROI calculations look promising, let's move forward"
jonesashley@example.com,+91 9382566580,54,46-55,804,Married with Children,2681762.21,High,"My colleague recommended your service, very interested"
fsmith@example.org,+91 7852921435,41,36-45,666,Single Parent,396542.1,High,Comparing different premium options but leaning towards your product
fitzpatrickelizabeth@example.com,+91 9533772644,28,26-35,771,Single,841398.68,High,"Willing to pay for quality service, budget is not a constraint"
isabelconway@example.net,+91 9460792534,41,36-45,588,Married with Children,1155107.5,Low,"Timing is not right, maybe next year"
robertsonshelby@example.com,+91 9199794074,24,18-25,684,Married,1022255.13,High,Comparing different premium options but leaning towards your product
ugraham@example.org,+91 8020973278,28,26-35,592,Married,626163.54,Low,Comparing features and prices with 2-3 other vendors
aaronfinley@example.com,+91 8927076369,52,46-55,820,Married with Children,1113829.56,Low,Impressed by features but implementation seems complex
bradleysavannah@example.com,+91 8049460915,58,56-65,758,Married,2509302.83,High,"Looking for long-term partnership, not just one-time purchase"
evelyn60@example.net,+91 6432214351,31,26-35,691,Single,562667.36,Low,"Student/researcher, mainly interested in learning"
diazmelissa@example.com,+91 6403872446,52,46-55,657,Divorced,1070945.21,Low,"Small business, concerned about ongoing costs"
randallkathleen@example.com,+91 7906914698,18,18-25,697,Single,652999.12,Low,Might purchase in the next few months if budget allows
gregorywilliams@example.com,+91 9565756709,31,26-35,557,Married,488744.72,Low,"Student/researcher, mainly interested in learning"
kentprice@example.org,+91 6691541862,41,36-45,797,Married with Children,2182687.59,High,"Looking for long-term partnership, not just one-time purchase"
tom73@example.org,+91 6705109654,44,36-45,733,Married with Children,1508653.91,High,"Willing to pay for quality service, budget is not a constraint"
leejennifer@example.net,+91 6669704861,44,36-45,610,Divorced,1010939.45,Low,Will consider in the future when business grows
tracybrown@example.net,+91 8759539284,59,56-65,820,Married,919581.99,High,"Impressed with your product features, let's discuss pricing"
victor70@example.org,+91 9500210056,28,26-35,450,Married,426368.18,Low,"Small business, concerned about ongoing costs"
brian06@example.org,+91 6260772436,33,26-35,774,Married,1436628.9,High,"Current solution is not meeting our needs, exploring alternatives"
lindsaycontreras@example.com,+91 6219478800,66,65+,793,Married,1278749.63,High,Expansion plans require robust solution like yours
joycehall@example.org,+91 7486843924,26,26-35,678,Married,1353001.73,Low,Need to understand if this is really necessary for us
mosstracy@example.org,+91 7985431514,35,26-35,700,Married,684155.26,Low,Boss asked me to research but no immediate plans
nmeadows@example.org,+91 8893675240,53,46-55,786,Married with Children,2447266.37,High,"Need urgent solution for my project, can we fast-track this?"
jacquelineanderson1@example.org,+91 6036811523,56,56-65,750,Single,1095997.12,High,Expansion plans require robust solution like yours
conwaylori@example.org,+91 7976972751,38,36-45,661,Divorced,1044631.7,Low,"Current solution works fine, just checking alternatives"
lcarr1@example.org,+91 6533414139,40,36-45,694,Married with Children,1259447.47,High,"Current solution is not meeting our needs, exploring alternatives"
wilsonbrooke@example.net,+91 8293848999,51,46-55,692,Single Parent,963654.8,High,Ready to make a purchase decision within this week
bryanharris@example.com,+91 8173977777,64,56-65,785,Married,2276209.32,High,Comparing different premium options but leaning towards your product
rnguyen@example.net,+91 6788067925,18,18-25,684,Single,787328.9,Low,"Not the decision maker, just gathering information"
marcoconnell@example.org,+91 9715414380,24,18-25,708,Married,560606.26,Low,"Looking for good value deals, can you provide better pricing?"
watkinsmatthew@example.org,+91 9946529212,22,18-25,622,Single,420901.81,Low,Economic uncertainty makes us cautious about new purchases
donald62@example.net,+91 7345490582,41,36-45,743,Married with Children,1741690.48,High,Looking for high-quality solutions for my business needs
angela73@example.net,+91 6281283012,34,26-35,701,Single,803691.59,Low,Will consider in the future when business grows
andersonkylie@example.net,+91 8399880784,21,18-25,637,Single,674361.41,Low,"Looking for basic options only, nothing too complex"
bstrickland@example.com,+91 6666740886,22,18-25,655,Single,520287.64,Low,Comparing features and prices with 2-3 other vendors
smithharry@example.org,+91 7177979297,59,56-65,820,Married,1425193.73,High,"Budget approved by management, ready to proceed"
robert72@example.org,+91 8295478655,43,36-45,684,Single Parent,393537.59,Low,Need references from similar companies in our industry
daniellemills@example.com,+91 6278551915,19,18-25,671,Single,300000.0,Low,"Considering options carefully, need more technical details"
sharonbishop@example.org,+91 9141706237,52,46-55,741,Married with Children,1122522.97,High,"Need urgent solution for my project, can we fast-track this?"
jennifersalazar@example.org,+91 8477853124,55,46-55,716,Married with Children,851009.76,Low,Need references from similar companies in our industry
michael08@example.org,+91 8436284216,30,26-35,569,Single,1000183.94,Low,Need to focus on core business first before expanding
davidmoreno@example.org,+91 7331807596,23,18-25,684,Single,470798.74,Low,Will consider in the future when business grows
michelle88@example.org,+91 9095435421,49,46-55,765,Married with Children,1159892.52,High,"My colleague recommended your service, very interested"
qtownsend@example.org,+91 8617496413,40,36-45,757,Married,757108.24,Low,"Considering options carefully, need more technical details"
brian12@example.net,+91 6671480097,45,36-45,733,Married with Children,880739.78,High,Ready to make a purchase decision within this week
kjimenez@example.net,+91 8952281097,38,36-45,750,Married,1875846.36,High,"Had a great experience with your competitor, want to switch"
brownmichael@example.org,+91 9042839132,26,26-35,656,Single,922394.29,Low,"Just browsing for now, collecting information for future"
nking@example.com,+91 7115001313,54,46-55,765,Single Parent,1263195.13,High,Expansion plans require robust solution like yours
garciabrian@example.net,+91 6247948154,33,26-35,552,Married,757487.88,High,Comparing different premium options but leaning towards your product
ericjohnson@example.net,+91 6318999922,31,26-35,679,Single,725595.67,Low,"Timing is not right, maybe next year"
jonesjoe@example.com,+91 9007306896,26,26-35,788,Married with Children,1729387.91,High,Ready to make a purchase decision within this week
robert53@example.org,+91 7368296304,55,46-55,450,Single Parent,1123576.35,High,Looking for high-quality solutions for my business needs
jeremy36@example.org,+91 9223112075,48,46-55,820,Married,2163431.71,High,"Impressed with your product features, let's discuss pricing"
evance@example.com,+91 6350751738,42,36-45,673,Married with Children,1274276.79,High,"Need urgent solution for my project, can we fast-track this?"
bbrown@example.org,+91 8780311041,76,65+,772,Married,676886.97,High,Looking for high-quality solutions for my business needs
sarahgibson@example.com,+91 8278605659,37,36-45,695,Married with Children,847855.82,Low,"Just browsing for now, collecting information for future"
derek35@example.com,+91 6860243468,28,26-35,599,Single,652420.76,Low,Budget constraints prevent immediate purchase
matthewjohnson@example.net,+91 7720984095,39,36-45,808,Married with Children,2005091.63,High,"Looking for long-term partnership, not just one-time purchase"
